LSOA21CD,ViolenceSex_1kPersons_15plus,Robbery_1kPersons_15plus,BikeTheft_1kPersons_15plus,Burglary_1kPersons_15plus,Shoplifting_1kPersons_15plus,TheftPerson_1kPersons_15plus,VehicleCrime_1kPersons_15plus,TheftOffences_1kPersons_15plus,CrimDamageArson_1kPersons_15plus,Drugs_1kPersons_15plus,PossessionWeapons_1kPersons_15plus,PublicOrder_1kPersons_15plus,TotExclASB_1kPersons_15plus,ASB_1kPersons_15plus
E01019811,10.38,0.27,0,1.6,0.27,0,2.93,4.79,1.6,1.6,0.27,4.26,27.67,5.59
E01019812,27.04,0.43,0.43,2.38,0,0,1.51,4.33,3.24,1.73,0.43,8.65,49.1,10.6
E01019813,51.41,0,0,3.83,0.72,0.48,3.11,8.13,4.54,1.2,0.72,10.04,84.89,25.82
E01019814,21.57,0,0,1.22,0.2,0,1.83,3.26,2.85,0.2,0.41,3.05,40.29,5.7
E01019815,32.57,0.31,0,4.65,0.62,0,5.74,11.01,7.29,0.78,0.62,7.29,68.25,16.91
E01019816,27.61,0,0.22,6.79,0,0,9.42,16.44,7.45,1.31,1.1,8.55,69.03,24.11
E01019817,55.82,0,0,1.28,0.32,0.32,3.53,5.45,2.25,0.32,0,10.59,81.49,11.23
E01019818,56.88,0.75,0.25,1.74,0,0.5,2.48,4.97,11.18,0.99,0.75,10.18,94.39,16.15
E01019819,18.84,0.47,0,0.7,0.47,0,3.02,4.19,4.65,0.93,0.23,7.21,45.13,9.77
E01019820,27.32,0,0,1.58,0,0,1.58,3.15,7.88,0.26,0.26,8.14,51.75,8.93
E01019821,22.28,0,0,3.57,0.89,0,2.67,7.13,6.24,0.59,0,6.83,47.83,14.56
E01019822,31.75,0.24,0,4.5,0.47,0.24,3.55,8.77,4.74,2.13,0.95,7.82,66.1,11.37
E01019823,31.47,0,0,2.93,1.1,0,3.29,7.32,4.02,1.46,0,8.42,60.01,9.88
E01019824,41.34,0,0.22,2.62,0,0.44,2.84,6.12,7.22,0.87,1.09,8.75,69.34,23.4
E01019825,25.1,0.56,0.56,1.69,0.28,0,3.38,5.92,3.38,2.54,0.56,6.2,47.1,11
E01019826,52.74,0.28,0,2.26,0.56,0.28,1.13,4.23,7.61,0.85,0.28,15.51,89.11,24.25
E01019827,47.8,0.21,0.21,5.45,0,0.21,4.19,10.06,14.05,1.26,0.42,11.74,94.55,31.66
E01019828,5.3,0,0,2.12,0,0,0.53,2.65,2.12,0,0.27,1.33,12.99,2.12
E01019829,14.31,0.29,0,2,0.86,0.29,0.86,4.01,4.01,0.29,0,2.86,28.61,7.73
E01019830,13.09,0,0,2.82,0.26,0,0.51,3.59,2.82,0.51,0,1.8,27.46,5.65
E01019831,13.62,0.29,0,3.48,0,0,2.61,6.09,3.48,0.58,0.29,3.19,31.3,6.09
E01019832,29.69,0,0,6.3,0,0.67,16.42,23.39,7.87,1.57,0.22,10.35,83.9,20.92
E01019833,14.23,0,0,1.29,0.18,0,4.99,6.47,1.85,0.55,0,4.07,29.93,3.88
E01019834,41.35,0.17,0.17,4.41,5.59,0.17,7.63,17.96,7.63,2.71,1.02,10.51,91.34,13.73
E01019837,53.41,0.6,0.81,4.64,6.65,0.2,5.64,17.94,14.11,2.22,2.22,16.32,115.68,15.92
E01019838,45.61,0,0.54,3.24,0.27,0.54,1.62,6.21,11.88,2.43,0.81,9.99,82.59,25.37
E01019839,26.23,0.29,0.14,2.72,1.43,0.43,5.02,9.74,5.45,1.29,0.72,6.16,57.32,12.32
E01019840,17.32,0.23,0,0.94,0,0,2.34,3.28,3.51,0.23,0.23,3.51,31.13,7.49
E01019841,29.97,0.21,0,3.19,0.85,0.43,3.61,8.08,4.68,1.28,0.64,7.65,59.74,9.78
E01019842,54.01,0,0.5,4.52,0.25,0.75,7.28,13.31,12.56,3.52,1,13.06,104.5,26.63
E01019843,17.79,0.25,0,3.71,1.24,0.25,6.42,11.61,4.45,1.73,1.24,6.67,51.64,12.35
E01019844,60.7,0.26,0,2.9,0.26,0.26,3.17,6.6,7.65,3.43,1.85,9.77,100.29,16.63
E01019845,20.25,0.32,0.64,2.57,2.89,0.32,7.07,13.5,4.82,0.64,1.61,8.04,66.54,14.79
E01019846,23.79,0,0.3,2.74,2.74,0.61,3.05,9.45,4.88,0.3,0,6.1,50.02,12.81
E01019847,21.79,0.57,0,3.11,2.83,0.28,5.09,11.32,4.53,1.7,0.28,11.04,56.31,13.02
E01019848,29,0.16,0,1.73,3.78,0,3.94,9.46,4.73,0.63,0.32,4.73,54.22,4.57
E01019850,33.74,0.17,0.17,4.26,0.17,0.34,4.94,9.88,7.84,0.85,0.51,6.31,65.27,16.36
E01019851,45.61,0,0.24,2.63,0,0.24,4.06,7.16,5.25,0.96,0.96,10.03,75.45,17.91
E01019852,33.33,0.4,0,1.61,0,0,5.42,7.03,4.62,2.01,0,5.82,60.44,11.24
E01019853,20.64,0,0,2.4,0,0.24,2.16,4.8,2.16,2.4,0.96,3.12,38.88,9.12
E01019854,19.77,0,0.4,1.6,0.8,0,3.2,5.99,5.19,1.2,0,8.39,45.74,16.38
E01019855,12.32,0.25,0,2.26,4.02,0,2.51,8.8,3.77,1.26,0.25,4.27,35.7,5.28
E01019856,40.97,0.83,0,2.49,0.28,0,4.71,7.48,4.98,3.88,0.83,6.37,70.04,15.23
E01019857,20.76,0.29,0,1.73,0.58,0,2.31,4.61,2.88,1.44,0.29,2.02,35.18,7.21
E01019858,32.47,0,0,1.96,0.28,0.28,3.36,5.88,7.28,1.68,0.56,6.44,62.69,12.31
E01019859,30.32,1.17,0.23,1.87,12.13,0.23,4.67,19.13,5.37,1.87,0.7,4.43,67.88,13.3
E01019860,23.48,0.98,0.33,1.96,7.83,0.33,3.26,13.7,5.22,1.63,0,4.57,52.84,10.76
E01019861,45.46,0.23,0.23,2.28,0,1.14,5.25,8.91,9.14,1.83,0.91,13.71,88.65,31.07
E01019862,37.25,0.49,0,6.09,1.22,0,6.57,13.88,9.25,2.43,1.7,7.3,78.89,24.59
E01019863,68.72,1.08,1.08,4.87,0.81,0.27,8.12,15.15,15.15,3.52,2.71,22.73,145.29,29.76
E01019864,71.66,0.59,1.19,2.97,0,0,7.14,11.3,10.7,6.54,1.19,14.57,129.05,16.06
E01019865,62.72,0.31,1.25,3.14,0,0,7.84,12.23,8.78,2.51,1.57,9.72,107.24,17.87
E01019866,46.19,0,0,2.38,0,0.17,7.3,9.85,4.92,1.36,0.51,5.09,77.09,6.45
E01019867,18.23,0.22,0,3.51,0.44,0,5.27,9.22,3.29,2.85,0.88,4.83,43.48,10.54
E01019868,13.69,0,0.2,1.81,0,0,3.22,5.23,3.02,1.61,0.4,4.43,31.8,7.65
E01019869,14.62,0.27,0,3.99,0,0,3.72,7.71,3.19,1.33,0.27,2.66,34.56,5.05
E01019870,35.5,0,0.24,2.86,0.24,0.24,6.19,9.77,5.48,1.19,0.48,4.53,63.62,8.34
E01019871,19.65,0.23,0,3.01,0.69,13.87,8.09,25.66,6.47,1.16,0.69,6.93,78.59,6.24
E01019872,26.49,0,0,3.92,0.37,0.19,6.72,11.19,3.92,1.31,0.56,5.04,54.28,9.14
E01019873,38.56,0.33,0,1.66,0,0,4.8,6.45,8.94,1.66,0.33,6.79,70.18,16.88
E01019874,23.47,0.57,0,1.13,0,0,2.54,3.68,3.96,0.28,0.57,4.24,40.15,8.2
E01019875,30.12,0.58,0,0.88,0,0,3.22,4.09,2.63,0.88,0.58,4.39,49.42,13.74
E01019876,78.76,1.54,0.88,1.99,0.88,0.22,4.19,8.16,14.34,5.96,1.54,16.77,138.54,28.24
E01019877,120.14,2.71,1.35,6.19,56.68,4.45,6.77,75.45,29.79,11.41,4.64,46.62,317.47,90.15
E01019878,31.64,0,0.55,1.64,0.27,0,5.46,7.91,6,1.36,0.27,3.55,55.37,9.27
E01019879,27.73,0.57,0.38,1.51,24.52,0.57,5.66,32.64,4.15,3.02,1.32,7.17,86.02,18.11
E01019880,16.35,0.23,0,2.8,0.23,0,6.77,9.81,3.04,1.87,0,6.54,44.15,6.77
E01019882,42.08,0.21,0.21,2.46,1.44,0,17.86,21.96,9.65,3.28,0.82,10.06,100.57,16.83
E01019885,31.11,0.49,0.25,2.47,0,0,5.43,8.15,3.95,1.73,0.74,5.68,55.8,8.64
E01019887,31.05,0.24,0,1.65,0,0,0.94,2.59,5.18,2.59,1.41,5.18,51.28,13.88
E01019888,27.56,0.21,0,3.63,15.17,0.64,1.28,20.73,8.97,1.28,0.85,5.98,73.93,20.09
E01019889,12.98,0,0,1.08,0,0,2.38,3.46,2.16,0.87,0.22,1.3,24.44,5.84
E01019890,22.19,0,0,1.92,0.21,0,1.92,4.05,4.48,0.21,0.21,4.05,40.33,6.62
E01019891,9.5,0,0,3.01,0.23,0.46,1.16,4.86,3.47,0.93,0,1.62,24.32,6.02
E01019894,11.02,0.26,0,3.07,1.54,0.26,0.51,5.38,6.15,1.28,0,2.56,29.46,16.14
E01019895,6.25,0,0.48,3.61,0,0,0.72,4.81,1.68,0.72,0,0.48,15.87,2.89
E01019896,6.64,0.23,0,1.14,0,0,0.23,1.37,5.49,1.37,0.23,2.29,18.32,6.18
E01019897,18.66,0,0,1.01,0,0.25,1.77,3.03,3.28,1.01,0,2.02,32.78,9.58
E01019898,19.3,0.14,0,2.11,4.51,0.7,3.1,10.43,4.09,1.55,0.28,2.4,43.82,10.43
E01019899,14.07,0,0,1.08,0,0,0.27,1.35,2.44,1.08,0.27,0.27,21.37,4.06
E01019900,4.81,0,0,2.41,0,0,1.81,4.21,2.21,0.6,0,0.8,14.04,2.61
E01019901,8.17,0,0,4.22,0.26,0,1.05,5.53,2.64,0.26,0,0.53,24.51,4.22
E01019902,10.92,0,0,2.22,0.17,0,1.02,3.41,2.39,0.51,0.34,2.22,22.87,3.24
E01019903,14.07,0.18,0.18,2.16,0.36,0,1.8,4.51,4.15,0.9,0.54,1.98,29.4,6.31
E01019904,33.31,0.28,0.28,0.55,2.2,0,0.55,3.58,6.88,1.65,0.28,4.4,53.67,15.14
E01019905,11.38,0,0,0.83,0,0.21,0.83,1.86,0.62,0.41,0,1.24,17.38,2.69
E01019906,8.87,0.26,0,0.52,0.78,0,1.56,2.87,2.61,0,0.26,1.83,20.08,4.17
E01019907,10.16,0,0,0.25,0,0.25,0,0.51,1.52,0.25,0,0.51,16.77,3.81
E01019908,24.45,0.24,0,0.73,0.48,0,0.73,1.94,6.54,1.45,1.21,2.42,42.12,10.17
E01019909,10.4,0,0,1.04,1.25,0,1.25,3.54,3.12,0.42,0,2.29,21.21,7.69
E01019910,28.08,0.23,0.23,0.46,0,0.92,2.07,3.68,2.99,1.84,0.69,4.14,46.73,12.66
E01019911,10.38,0,0.23,0.23,0,0,0.9,1.35,2.71,0,0,2.26,19.86,5.64
E01019912,16.01,0.22,0,1.33,0.89,0.44,0.67,3.34,4,0.89,0.67,1.78,29.58,13.34
E01019913,17.65,0,0,1.16,0.19,0.19,1.55,3.1,3.88,1.16,1.36,4.46,35.49,16.68
E01019914,60.53,0.33,0.33,2.99,3.48,1,2.65,10.45,14.43,3.15,1.99,6.3,105.14,26.87
E01019915,15.98,0,0.2,1.82,7.28,0.2,1.82,11.33,4.45,0.81,0.2,0.81,38.03,5.87
E01019916,91.89,0.98,0.98,2.15,23.07,1.37,2.15,29.72,16.23,7.82,4.11,21.31,184.95,100.49
E01019917,19.62,0,0.25,0.76,0.25,0.51,0.76,2.55,5.1,1.78,0.51,2.8,35.42,7.39
E01019918,33.4,0.43,2.59,1.94,4.09,0.22,2.59,11.42,12.28,2.59,1.29,3.45,73.69,42.66
E01019919,17.21,0.23,0.23,1.84,2.06,0.23,0.92,5.28,7.57,1.84,0.46,3.67,38.54,8.95
E01019920,31.36,0,0,2.02,2.02,0,0.51,4.55,6.07,1.01,0.25,3.79,51.09,17.2
E01019921,11.23,0,0.26,1.28,5.62,0,1.79,8.93,3.06,0.51,0.26,2.81,30.37,3.32
E01019922,26.52,0.25,0,1.52,0,0,2.02,3.54,6.57,1.01,1.52,4.8,49.49,20.71
E01019923,21.36,0.62,0,0,0,0.31,1.55,1.86,3.1,0.31,0,5.88,36.21,18.88
E01019924,29.64,0,0,1.96,4.47,0.28,2.24,8.95,4.75,4.75,0.56,5.59,59.28,12.3
E01019925,6.58,0,0.31,0.94,0,0,0.31,1.57,1.25,0.63,0,0.63,12.53,2.51
E01019927,37.82,0,0,2.46,2.15,0.31,4.92,9.84,11.38,2.77,1.23,4.92,74.11,17.22
E01019928,22.35,0,0,2.18,0,0,2.45,4.63,8.72,0.82,0.82,1.91,41.97,8.45
E01019929,15.75,0,0,0.57,0.29,0,1.43,2.29,1.43,0,0,0.86,22.62,3.15
E01019930,25.5,0.27,0,0.8,15.94,0.27,3.19,20.19,8.23,2.39,0.8,3.19,68.26,13.81
E01019931,8.84,0,0,0.95,0,0,0.32,1.26,1.58,0.32,0,1.58,14.52,3.47
E01019932,57.34,0.23,0,4.66,9.09,1.63,3.96,19.35,19.81,3.5,1.63,8.39,120.28,34.5
E01019933,19.91,0,0,1.44,0.29,0,2.89,4.62,6.35,0,0.29,4.04,39.25,6.06
E01019934,14.68,0.2,0.61,0.61,0.2,0,3.47,4.89,3.47,3.47,0.41,1.63,32.62,7.34
E01019935,11.88,0,0,2.49,0,0.55,1.93,4.97,3.87,0.28,0.55,0.83,24.58,8.01
E01019936,13.72,0,0,1.59,1.28,0,2.55,5.42,3.51,0.32,0.32,3.83,32.85,6.38
E01019937,15.99,0,0,1.18,0.17,0,1.35,2.69,3.37,0.5,0.67,1.68,27.93,5.38
E01019938,10.91,0,0.16,0.95,0,0,1.26,2.37,2.37,0.63,0.32,1.9,21.34,3.95
E01019939,11.09,0,0,1.16,0.23,0.23,0.69,2.31,2.08,0.46,0,0.69,20.1,4.62
E01019940,3.74,0,0,0.88,0,0,0.66,1.54,1.76,0.44,0.22,0.44,11.22,2.86
E01019942,20.92,0.17,0,0.67,3.71,0.17,1.01,5.57,6.41,1.69,0.51,5.57,45.21,9.45
E01019943,9.64,0.22,0,0.22,0,0,1.12,1.34,1.79,0.45,0.22,0.22,15.92,4.71
E01019944,22.48,0.45,0,2.47,2.02,0.22,2.02,6.74,6.29,1.12,1.57,4.5,49,11.01
E01019945,14.93,0,0,2.23,0,0,0.34,2.57,3.26,0.86,0,2.06,29.52,4.81
E01019946,9.92,0,0,2.04,0,0.25,1.53,3.82,2.29,1.02,0,0.51,19.34,3.82
E01019947,19.97,0,0,1.38,3.44,0.52,1.21,6.54,5.51,1.38,1.21,4.82,43.73,16.53
E01019948,12.16,0.29,0,0.87,0,0,1.16,2.03,2.32,0,0.29,1.45,19.11,4.92
E01019949,7.68,0,0,0.7,0.23,0,0.7,1.63,1.86,0,0.23,0.23,14.42,2.33
E01019950,18.34,0,0.3,0.89,1.18,0.3,0.59,3.25,3.85,1.18,1.77,4.14,35.2,10.06
E01019951,10.67,0,0,3.32,0.17,0,1.75,5.25,3.5,0.7,0.35,1.22,23.45,7.17
E01019952,9.9,0.43,0.86,0.86,0.22,0,0.86,2.8,2.58,0.86,0.22,2.15,20.23,5.81
E01019953,14.89,0.24,0.47,0.47,0,0,0.71,1.65,2.36,1.18,0,3.07,26,7.57
E01019954,20.33,0,0.2,1.81,1.81,0,0,3.82,6.04,1.21,0.81,2.82,39.65,9.46
E01019955,21.93,0.23,1.17,0.93,1.17,0.23,0.93,4.43,9.8,2.8,0.47,3.27,48.29,16.56
E01019956,20.6,0.62,0.83,3.95,6.24,0.21,1.04,12.28,5.62,1.66,0.21,3.75,51.19,20.18
E01019957,8.3,0,0.2,2.02,0.2,0.61,1.01,4.05,4.25,1.42,0,1.62,22.87,7.89
E01019958,16.89,0,0.21,1.67,0.21,0.83,1.46,4.38,5.42,0.83,0,2.29,31.89,10.84
E01019959,11.62,0,0,2.2,0.31,0,0.94,3.46,4.4,1.26,0.63,1.89,27.96,2.83
E01019960,8.77,0,0.27,3.02,0,0,0.82,4.11,1.1,0.55,0,0.55,18.91,4.11
E01019961,10.03,0,0,1.8,0,0.15,2.1,4.04,2.55,0,0,0.6,18.87,2.99
E01019962,14.82,0.17,0,1.35,0.34,0.51,1.01,3.2,5.22,0.17,0.34,3.03,29.31,9.1
E01019963,8.07,0,0,1.15,0.23,0,1.15,2.54,2.08,1.61,0,1.38,18.22,3.69
E01019964,5.48,0,0.2,1.42,0.81,0,1.42,3.86,1.22,1.63,0.2,0.81,18.89,3.25
E01019965,17.32,0,0.22,5.55,0,0.22,1.55,7.55,4.44,1.33,0.44,1.78,34.87,5.77
E01019966,6.04,0,0,0.67,0,0.34,0.34,1.34,1.01,0,0,0.67,11.4,2.01
E01019967,12.64,0,0.29,0.57,0,0.29,0.86,2.01,2.3,0,0,1.44,22.13,0.86
E01019968,18.2,0,0,2.64,2.9,0,3.43,8.97,2.37,1.58,0.26,2.37,38.5,7.38
E01019969,26.36,0,0.91,6.36,14.85,0.3,9.39,31.82,8.18,1.82,0.91,3.33,99.7,21.52
E01019970,13.55,0.32,0.32,5.67,0.63,0.32,5.04,11.97,2.21,0.95,0.63,2.21,36.23,7.88
E01019971,41.91,1.2,1.45,4.09,4.09,0.96,4.09,14.69,7.23,3.61,3.13,7.23,85.02,27.22
E01019972,31.06,1.11,1.11,5.82,11.09,0.83,2.5,21.35,8.32,3.05,0.55,6.38,80.7,22.74
E01019973,20.7,0.26,1.29,2.59,0.26,0.26,2.59,6.99,5.18,1.55,0.78,3.36,44.51,10.35
E01019974,16.14,0,0,1.13,0,0,1.13,2.27,3.12,0.28,0,2.27,30.3,5.95
E01019975,29.61,0,0.32,0.96,0,0.32,2.55,4.14,6.69,2.55,0.32,5.09,51.26,14.96
E01019976,18.07,0.26,0,0.52,0.52,0,1.05,2.09,3.14,2.62,0.79,0.26,30.9,8.12
E01019977,13.27,0,0,0,0,0,1.66,1.66,1.66,0.55,0,0.55,19.9,3.04
E01019980,30.01,0,0,0.25,0.25,0,1.75,2.25,4,0.75,0.25,3,44.51,11.25
E01019981,29.6,0.59,0.59,0,1.18,1.18,2.66,5.62,7.1,1.78,0.3,1.78,51.21,13.32
E01019982,30.51,0.5,0.25,1.49,0,0,2.48,4.22,5.95,2.23,1.24,3.72,53.08,12.9
E01019983,23.37,0.27,0,0.54,2.95,0.27,2.42,6.18,2.42,1.07,0,2.42,38.95,13.43
E01019984,17.26,0.3,0,0.3,0,0,2.98,3.27,1.19,1.19,0,0.89,26.19,2.38
E01019985,45.34,0.61,0.61,0.61,0,0.31,2.14,3.68,13.48,3.37,1.84,4.6,77.51,20.22
E01019986,28.29,0.84,0.84,3.08,31.37,0,3.08,38.38,7,1.68,0.28,4.2,98.6,25.77
E01019987,16.79,0.21,1.24,1.04,1.66,0.62,1.24,5.8,4.77,0.62,0.62,2.28,35.45,8.71
E01019988,19.15,0,2.22,1.11,0.28,0.28,2.5,6.38,4.16,0.83,0.28,2.5,38.58,8.6
E01019989,13.67,0.33,1,1,0.33,0,2,4.33,5.33,0.33,0,2,28.33,8.33
E01019990,57.67,0.58,0.29,2.02,0.29,0,1.44,4.04,19.03,1.15,1.73,7.79,95.73,24.8
E01019991,51.2,0,0.28,1.67,1.39,0,3.34,6.68,8.9,3.34,1.11,6.4,89.87,21.42
E01019992,32.62,0.25,0.25,0.74,0.74,0.49,0.99,3.21,7.91,0.99,0,2.47,51.4,18.78
E01019993,16.87,0,0,1.01,0,0,1.01,2.02,3.04,0.67,0.34,1.35,26.99,6.07
E01019994,30.91,0,1.19,4.52,0.24,0.48,0.95,7.37,13.08,4.99,0.95,6.18,71.33,36.38
E01019995,115.45,2.55,7.34,4.64,24.11,4.94,5.54,46.57,22.46,9.28,4.94,20.37,239.74,92.99
E01019996,21.44,0.95,2.52,1.58,3.15,0.63,0.32,8.2,9.15,2.52,1.26,4.73,51.09,18.92
E01019997,13.35,0.23,0.68,1.36,0,0,2.94,4.98,4.98,0.45,0.68,0.91,27.83,4.53
E01019998,13.74,0,0,0.88,0.29,0.58,1.17,2.92,6.14,0.29,0.88,2.63,29.24,4.39
E01019999,6.62,0,0,0.55,0,0,1.65,2.21,0.28,0,0,0.55,12.41,2.21
E01020000,23.77,0.3,0.3,4.16,1.19,0.3,2.08,8.02,8.91,2.08,1.19,4.46,53.77,17.53
E01020001,10.83,0,0,0.88,0,0,0.88,1.76,1.76,0.59,0,1.46,17.85,4.68
E01020002,29.25,0.37,0.37,1.66,0,0.18,3.68,5.89,8.83,1.47,0.74,3.31,56.11,13.06
E01020003,19.44,0,0.46,1.85,0,0,2.31,4.63,4.63,0.69,0.23,3.24,35.88,10.42
E01020004,19.99,0.52,0.34,1.03,0,0.17,2.07,3.62,5.52,0.69,1.03,3.27,37.57,12.93
E01020005,48.44,0,2.25,4.5,6.95,1.43,3.47,18.6,13.49,3.07,0.82,10.22,106.48,30.86
E01020006,42.52,0.57,1.53,1.53,16.97,0.57,1.72,22.31,12.59,2.29,1.53,6.67,111.56,15.45
E01020007,17.06,0.22,1.12,1.12,2.24,0.22,2.02,6.73,7.18,2.24,0.22,2.92,43.32,13.02
E01020008,10.72,0.4,0.4,1.39,0.4,0.2,1.79,4.17,2.98,0.99,0,1.99,22.43,6.35
E01020009,10.04,0,1.39,3.63,2.79,0,6.69,14.5,3.91,1.39,0.28,1.95,36.82,4.46
E01020010,45.77,0.63,0,1.25,0.84,0.42,2.51,5.02,9.2,1.67,1.88,5.64,74.82,20.27
E01020011,26.22,0.29,2.3,0.86,0,0.58,1.15,4.9,4.32,0.58,1.15,2.59,43.79,19.88
E01020012,44.29,0,0.26,2.36,1.05,0.26,2.88,6.81,8.39,1.83,1.05,7.08,77.31,21.75
E01020013,144.68,0,3.97,3.4,0.57,2.27,2.84,13.05,25.82,9.93,3.69,24.96,239.43,41.7
E01020014,33.42,0.27,0.55,0.82,4.93,1.1,1.1,8.49,6.57,0.55,0.27,3.83,58.34,15.61
E01020015,31.24,0.2,0.6,1.61,0,0.6,3.63,6.45,8.46,2.62,0.4,3.63,58.24,26.6
E01020017,40.41,0.89,3.19,1.53,16.44,0.51,2.42,24.09,10.2,7.9,1.53,6.88,100.7,45.38
E01020018,226.03,3.59,13.21,6.36,96.38,9.46,5.71,131.12,33.76,21.36,6.52,32.62,486.79,139.92
E01020019,6.55,0.17,0.67,1.68,3.19,0.17,0.67,6.38,1.68,0,0.5,0.5,18.14,5.54
E01020020,25.43,0.48,0.96,2.56,0.32,0.32,2.72,6.88,7.2,2.56,0.96,3.84,51.66,16.95
E01020021,57.4,0.18,0.92,1.84,0.18,0.18,1.66,4.78,4.78,3.13,0.37,4.97,95.47,11.22
E01020022,67.09,1.95,3.55,5.5,69.22,1.77,2.31,82.36,18.64,6.21,1.77,21.12,212.99,99.4
E01020023,32.83,0.72,1.08,2.15,0,0.18,2.15,5.56,6.64,3.05,0,5.02,58.13,19.2
E01020024,9.93,0,1.31,2.87,3.4,0.26,2.61,10.45,4.18,0.26,0.52,2.09,31.61,5.49
E01020025,18.32,0.27,0.81,1.08,0,0.54,2.16,4.58,3.23,3.5,2.96,4.04,41.23,11.32
E01020026,35.23,0.23,0.23,0.68,0.45,0,0.68,2.03,9.49,14.23,2.03,4.29,71.82,6.78
E01020027,11.7,0.24,0.49,0.97,1.71,0.24,0.73,4.14,5.36,0.49,0,1.71,28.27,9.99
E01020029,17.3,0,0.73,0.49,0,0.24,1.71,3.17,4.39,2.92,0.73,2.19,32.89,7.8
E01020030,56.35,0.99,4.37,5.36,97.22,1.79,4.96,113.69,13.49,5.95,2.38,11.9,221.83,40.67
E01020031,31.54,0.25,0.75,0.99,0.75,0,3.23,5.71,6.21,1.99,0.25,4.97,54.64,12.92
E01020032,26.16,0.5,1,3.24,18.68,0.75,3.24,26.91,4.98,3.49,0.5,5.48,75.24,14.7
E01020036,32.29,0.55,0.27,1.92,4.93,0,3.56,10.67,8.21,2.74,1.37,6.57,68.14,24.08
E01020037,70.56,0,0.89,3.84,0.59,0,3.25,8.56,13.29,3.54,0.59,8.56,112.49,21.85
E01020038,29.89,0,0.95,3,1.11,0.47,3,8.54,6.01,2.21,0.95,3.95,61.67,20.08
E01020039,28.2,0.22,0,0.67,0,0.44,1.33,2.44,6.66,2,1.33,2.89,47.75,15.77
E01020040,33.42,0.3,0.3,1.52,0.3,0,3.34,5.47,11.24,2.43,0.91,4.56,63.2,20.36
E01020041,42.32,0.49,0.16,2.62,3.28,0.82,2.3,9.19,7.05,3.12,1.48,6.23,77.26,15.75
E01020042,17.32,0.23,0.7,3.04,2.11,0,1.64,7.49,5.85,1.17,0.47,3.75,40.73,7.26
E01020043,23.31,0,0,1.64,0.2,0.41,1.84,4.09,6.13,0,0,4.7,40.9,27.2
E01020044,10.21,0.24,0,1.9,0,0.47,2.14,4.51,1.9,0.71,0,1.19,22.79,2.85
E01020045,9.65,0,0,1.12,0.45,0.67,4.93,7.18,5.83,3.59,1.12,2.24,42.62,8.3
E01020046,17.22,0.25,0.25,3.29,0,0,1.01,4.56,6.33,0.76,0,1.27,36.22,6.08
E01020047,10.79,0,0,1.39,0,0,0.17,1.57,4.18,0.87,0.35,1.04,21.22,3.31
E01020048,64.92,1.25,0.36,4.64,10.34,0.54,3.21,19.08,23.54,2.32,2.32,11.06,141.97,46.37
E01020049,6.3,0,0,4.3,0,0,0.29,4.58,3.15,0,0,0.86,18.04,3.15
E01020050,20.61,0,0,2.64,0,0,2.47,5.11,5.11,0.7,0.18,2.64,39.82,6.52
E01020051,11.1,0.22,0.22,0.44,0,0,0.44,1.09,1.52,0.44,0.22,1.31,17.42,5.66
E01020052,57.29,0.43,0.43,4.26,17.04,0.64,4.26,26.62,21.94,2.56,2.34,11.5,127.8,54.1
E01020053,34.28,0.29,0.29,2.02,0,0,1.44,3.75,10.08,0.58,0,4.03,56.18,14.98
E01020054,29.55,0,0.32,0.97,2.26,0.32,1.61,5.49,5.17,4.2,0.48,4.2,54.1,13.89
E01020055,69.87,0.21,0.83,2.5,11.64,0.42,2.5,17.88,18.51,2.29,1.25,9.98,129.55,40.96
E01020056,13.51,0,0,1.1,0,0,1.52,2.62,3.86,0.55,0.28,1.79,25.64,6.07
E01020057,27.07,0,0.18,1.06,0.71,0,0.53,2.48,7.78,1.06,0.35,4.6,47.24,15.92
E01020058,14.88,0,0.2,0.59,0.2,0.2,0.39,1.57,3.33,1.37,0,2.15,26.05,7.64
E01020059,12.56,0,0,0.7,0.17,0,1.05,1.92,4.36,0.35,0.17,3.31,26.69,5.06
E01020060,37.31,0.22,0,2.22,8.44,0.89,1.11,12.66,14.43,2.89,0.67,8.88,82.17,23.76
E01020061,25.83,0,0.19,1.53,0,0.77,0.57,3.06,3.44,0.38,0.57,2.87,39.8,8.42
E01020062,13.76,0.24,0,2.14,0,0,0.71,2.85,2.61,0.71,0,0.95,24.2,4.74
E01020063,20.87,0.16,0.16,1.31,0,0,1.81,3.29,3.94,0.82,0.82,1.97,35.34,9.04
E01020064,25.16,0,0.45,3.12,3.34,0,3.34,10.24,4.68,0.89,0.22,2.89,47.43,5.57
E01020065,66.54,0.83,0.41,2.28,22.6,0.83,3.73,29.85,16.38,1.66,1.04,12.44,139.51,52.86
E01020067,39.6,0.23,0,1.81,0.91,0.45,1.36,4.53,12.67,1.13,1.58,6.34,74.22,18.1
E01020068,12.55,0,0,0.74,0,0.25,0.25,1.23,1.97,1.72,0.25,1.97,24.35,4.43
E01020069,14.32,0,0,2.6,0,0,0,2.6,3.65,0.26,0,2.34,26.56,3.65
E01020070,4.37,0,0,3.12,0,0,1.25,4.37,0.83,0.42,0.21,0.21,12.69,1.04
E01020071,11.35,0,0.2,1.62,0,0.2,0.41,2.43,3.85,0.61,0,1.42,22.71,4.46
